Id;Model;Price;Mfg_Year;Sale_Year;Sale_Month;KM;Fuel_Type;HP;Met_Color;Color;Automatic;CC;Doors;Cylinders;Gears;Quarterly_Tax;Auto_Drive;Weight;Control_Conce;ABS;Airbag_1;Airbag_2;Automatic_airco;Boardcomputer;Seat_Heater;Sport_Model;Backseat_Divider;Leather Seats;Parking_Assistant
1084;T-Delux 1.6 16V VVT I LIFTB TERRA 4/5-Doors;8149575;2017;2020;30;83567;Gasolina;110;0;Green;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
1085;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;7210500;2016;2020;30;53053;Gasolina;110;1;Black;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;1;0;1;1;0
1086;T-Delux 1.3 16V LIFTB LINEA LUNA 4/5-Doors;6658544;2016;2020;30;55844;Gasolina;86;1;Blue;0;1300;5;4;5;65550;0;1045;1;1;1;1;0;0;1;0;1;1;0
1087;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;7018481;2016;2020;30;114846;Gasolina;110;1;Green;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;1;0;1;1;0
1088;T-Delux 1.6 HB LINEA LUNA AUT 2/3-Doors;6495328;2016;2020;30;106784;Gasolina;110;0;Blue;1;1600;3;4;5;18050;0;1050;1;1;1;0;1;0;1;0;0;1;0
1089;T-Delux 1.6 16V HATCHB G6 2/3-Doors;6701062;2016;2020;30;71366;Gasolina;110;0;Black;0;1600;3;4;6;80750;0;1065;1;1;1;1;0;0;1;0;1;1;0
1090;T-Delux 1.6 16V HATCHB LINEA LUNA 2/3-Doors;5975500;2016;2020;30;54000;Gasolina;110;1;Red;0;1600;3;4;5;80750;0;1055;1;1;1;1;0;0;1;0;1;0;0
1091;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;5781700;2016;2020;30;100748;Gasolina;110;0;Red;0;1600;5;4;5;80750;0;1070;1;1;1;1;0;0;0;1;1;0;0
1092;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;5441600;2016;2020;30;58269;Gasolina;110;1;Red;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
1093;T-Delux 1.3 HB LINEA TERRA 2/3-Doors;6380437;2016;2020;30;44597;Gasolina;86;0;White;0;1300;3;4;5;18050;0;1015;1;1;1;0;0;0;0;0;0;0;0
1094;T-Delux 1.6 Linea Terra Sedan 4/5-Doors;5386500;2016;2020;30;45000;Gasolina;110;1;Violet;0;1600;4;4;5;65550;0;1035;1;0;0;0;0;0;0;0;0;0;0
1095;T-Delux 1.6 16V SEDAN LINEA TERRA 4/5-Doors;5739187;2016;2020;30;65000;Gasolina;110;0;Red;0;1600;4;4;5;65550;0;1035;1;1;1;1;0;0;0;0;0;0;0
1096;T-Delux 1.3 HB LINEA TERRA 2/3-Doors;4702500;2016;2020;30;80000;Gasolina;86;1;Black;0;1300;2;4;5;18050;0;1015;1;1;1;0;0;0;0;0;0;0;0
1097;T-Delux 2.0 DSL HATCHB LINEA TERRA 2/3-Doors;4064100;2016;2020;30;139800;Diesel;72;0;Black;0;2000;3;4;5;175750;0;1115;1;1;1;1;0;0;0;0;1;0;0
1098;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;4645386;2015;2020;30;80486;Gasolina;110;1;Blue;0;1600;5;4;5;80750;0;1070;1;0;1;0;0;0;0;0;1;0;0
1099;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;3975750;2015;2020;30;95651;Gasolina;110;1;Blue;0;1600;5;4;5;80750;0;1070;1;1;1;1;0;0;0;0;1;0;0
1100;T-Delux 2.0 DSL HATCHB LINEA TERRA 2/3-Doors;3664387;2015;2020;30;159968;Diesel;72;0;Red;0;2000;3;4;5;175750;0;1115;1;1;1;1;0;0;0;1;1;0;0
1101;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;4033462;2015;2020;30;105152;Gasolina;86;0;Green;0;1300;3;4;5;65550;0;1015;1;1;1;1;0;0;0;1;1;0;0
1102;T-Delux 1.6 station 1 Stationwagen;4519173;2015;2020;30;75322;Gasolina;110;1;Green;0;1600;4;4;5;80750;0;1115;0;0;1;0;0;0;0;0;0;0;0
1103;T-Delux 1.3 16V Linea Terra Liftb 4/5-Doors;4493737;2015;2020;30;61626;Gasolina;86;0;Red;0;1300;5;4;5;65550;0;1035;1;1;1;0;0;0;0;0;0;0;0
1104;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;3221925;2015;2020;30;176177;Gasolina;110;1;Silver;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;1;0;1;1;0
1105;T-Delux 1.6 HATCHBACK 2/3-Doors;3779100;2015;2020;30;115157;Gasolina;110;1;Black;0;1600;3;4;5;65550;0;1050;1;0;1;0;0;0;0;0;0;1;0
1106;T-Delux 1.6 16V VVT I 5DR EXEC 4/5-Doors;25208250;2020;2020;31;13178;Gasolina;110;1;Black;0;1600;5;4;5;80750;1;1130;1;1;1;1;1;1;1;1;1;1;0
1107;T-Delux 1.6 16V VVT I SEDAN SOL 4/5-Doors;21766875;2020;2020;31;13000;Gasolina;110;1;Grey;0;1600;4;4;5;80750;0;1105;1;1;1;1;1;1;1;1;1;0;0
1108;T-Delux 1.6 16v VVTi Linea Sol 4/5-Doors;21388062;2020;2020;31;10000;Gasolina;110;0;Silver;0;1598;5;4;5;80750;0;1105;1;1;1;1;0;1;0;1;1;0;0
1109;T-Delux 1.6 16V VVT I 5DR SOL 4/5-Doors;18920437;2020;2020;31;36012;Gasolina;110;0;Red;0;1600;5;4;5;80750;0;1130;1;1;1;1;1;1;1;1;1;0;0
1110;T-Delux 1.4 16V VVT I 5DR TERRA 4/5-Doors;16955837;2020;2020;31;20105;Gasolina;97;0;Black;0;1400;5;4;5;80750;0;1110;1;1;1;1;0;1;0;1;1;0;0
1111;T-Delux 1.8 16V VVTLI 3DR T SPORT 2/3-Doors;20165460;2019;2020;31;32189;Gasolina;192;0;Red;0;1800;3;4;6;95000;0;1185;1;1;1;1;1;1;1;1;1;1;0
1112;T-Delux 1.6 16V VVT I 5DR SOL 4/5-Doors;18812612;2019;2020;31;30993;Gasolina;110;1;Black;0;1600;5;4;5;80750;0;1130;1;1;1;1;1;1;1;1;1;0;0
1113;T-Delux 1.6 16V VVT I 5DR SOL 4/5-Doors;17323487;2019;2020;31;8537;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1130;1;1;1;1;1;1;1;1;1;0;0
1114;T-Delux 1.4 16V VVT I 5DR TERRA 4/5-Doors;14682772;2019;2020;31;29206;Gasolina;97;1;Grey;0;1400;5;4;5;80750;0;1110;1;1;1;1;0;1;0;1;1;0;0
1115;T-Delux 1.6 16V VVT I HATCHB G6 4/5-Doors;12207048;2018;2020;31;28571;Gasolina;110;0;Red;0;1600;5;4;5;80750;0;1090;1;1;1;1;0;0;1;0;1;1;0
1116;T-Delux 1.6 16V VVT I HATCHB SOL 2/3-Doors;11525827;2018;2020;31;61200;Gasolina;110;1;Blue;0;1600;3;4;5;65550;0;1045;1;1;1;1;0;1;1;0;1;1;0
1117;T-Delux 1.6 16V VVT I HATCHB SOL 2/3-Doors;10206562;2018;2020;31;39659;Gasolina;110;1;Green;0;1600;3;4;5;65550;0;1045;1;1;1;1;0;1;1;0;1;0;0
1118;T-Delux 1.6 16V VVT I LIFTB SOL 4/5-Doors;10202479;2018;2020;31;49332;Gasolina;110;1;Red;0;1600;5;4;5;80750;0;1080;1;1;1;1;0;1;1;0;1;0;0
1119;T-Delux 1.9 D HATCHB TERRA 2/3-Doors;11209050;2018;2020;31;48052;Diesel;69;1;Grey;0;1900;3;4;5;175750;0;1105;1;1;1;1;0;1;0;0;1;0;0
1120;T-Delux 1.6 16V VVT I LIFTB LUNA 4/5-Doors;10186470;2018;2020;31;33258;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
1121;T-Delux 1.6 VVTi Linea terra 4/5-Doors;11142039;2018;2020;31;36074;Gasolina;110;1;Silver;1;1600;5;4;5;18050;0;1075;1;1;1;0;0;0;0;0;0;0;1
1122;T-Delux 1.6 16V VVT I LIFTB LUNA AUT4 4/5-Doors;9789237;2018;2020;31;78677;Gasolina;110;1;Blue;1;1600;5;4;5;80750;0;1105;1;1;1;1;0;1;0;0;1;0;0
1123;T-Delux 1.9 D HB SOL 2/3-Doors;10701393;2018;2020;31;59500;Diesel;69;1;Silver;0;1900;3;4;5;60800;0;1110;0;1;1;0;0;0;0;0;0;0;0
1124;T-Delux 1.4 16V VVT I HATCHB TERRA 2/3-Doors;8613270;2018;2020;31;75697;Gasolina;97;1;Silver;0;1400;3;4;5;65550;0;1025;1;1;1;1;0;1;0;0;1;0;0
1125;T-Delux 1.4 16V VVT I HATCHB TERRA 2/3-Doors;8890931;2018;2020;31;38078;Gasolina;97;0;Grey;0;1400;3;4;5;65550;0;1025;1;1;1;1;0;0;0;0;1;0;0
1126;T-Delux 1.6 VVT-i Linea Sol 4/5-Doors;9167143;2018;2020;31;58954;Gasolina;110;1;Green;0;1600;5;4;5;80750;0;1080;1;1;1;0;0;0;0;0;0;0;0
1127;T-Delux 1.6 16V VVT I HATCHB SOL 2/3-Doors;9036281;2017;2020;31;58596;Gasolina;110;1;Blue;0;1600;3;4;5;65550;0;1045;1;1;1;1;0;1;1;0;1;0;0
1128;T-Delux 1.6 16V VVT I LIFTB SOL 4/5-Doors;7810520;2017;2020;31;101352;Gasolina;110;0;Red;0;1600;5;4;5;80750;0;1080;1;1;1;1;0;0;1;0;1;0;0
1129;T-Delux 1.6 16V VVT I LIFTB SOL 4/5-Doors;8419185;2017;2020;31;62987;Gasolina;110;0;Red;0;1600;5;4;5;80750;0;1080;1;1;1;1;0;0;1;0;1;0;0
1130;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;8951446;2017;2020;31;52141;Gasolina;110;1;Green;0;1600;5;4;5;80750;0;1070;1;1;1;1;0;0;0;0;1;0;0
1131;T-Delux 1.4 16V VVT I LIFTB TERRA 4/5-Doors;7604227;2017;2020;31;26624;Gasolina;97;0;Blue;0;1400;5;4;5;80750;0;1060;1;1;1;1;0;1;0;0;1;0;0
1132;T-Delux 1.4 16V VVT I HATCHB TERRA 2/3-Doors;7904475;2017;2020;31;39000;Gasolina;97;0;Grey;0;1400;3;4;5;65550;0;1025;1;1;1;1;0;1;0;0;1;0;0
1133;T-Delux 1.6 16V VVT I HATCHB TERRA 2/3-Doors;7770667;2017;2020;31;26938;Gasolina;110;1;Blue;0;1600;3;4;5;65550;0;1040;0;1;1;1;0;1;0;0;0;0;0
1134;T-Delux 1.6 16V VVT I LIFTB TERRA 4/5-Doors;6666767;2017;2020;31;74494;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;0;0;1;0;0
1135;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;6436546;2016;2020;31;67146;Gasolina;110;1;Silver;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;1;0;1;1;0
1136;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;6426750;2016;2020;31;39000;Gasolina;110;1;Green;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;1;0;1;1;0
1137;T-Delux 1.6 16V HATCHB LINEA LUNA 2/3-Doors;7182000;2016;2020;31;26698;Gasolina;110;0;Red;0;1600;3;4;5;80750;0;1055;1;1;1;1;0;0;1;0;1;0;0
1138;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;6524718;2016;2020;31;84482;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;1;0;1;1;0
1139;T-Delux 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors;5958400;2016;2020;31;83000;Gasolina;107;1;Grey;1;1600;5;4;5;80750;0;1100;1;1;1;1;0;0;0;1;1;0;0
1140;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;5975500;2016;2020;31;110853;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1070;1;1;1;1;0;0;0;1;1;0;0
1141;T-Delux 2.0 D Linea luna Wagon Stationwagen;6631593;2016;2020;31;78750;Diesel;90;1;Silver;0;1975;5;4;5;199500;0;1155;0;0;1;0;0;0;0;0;0;0;0
1142;T-Delux 1.3 16V LIFTB LINEA LUNA 4/5-Doors;5496046;2016;2020;31;112827;Gasolina;86;1;Blue;0;1300;5;4;5;65550;0;1040;1;1;1;1;0;0;1;0;1;1;0
1143;T-Delux 1.6 16V SEDAN LINEA TERRA 4/5-Doors;5317031;2016;2020;31;61930;Gasolina;110;1;Red;0;1600;4;4;5;65550;0;1035;1;1;1;1;0;0;0;0;0;0;0
1144;T-Delux 1.6 LB Linea Terra 4/5-Doors;6025968;2016;2020;31;41586;Gasolina;110;1;Blue;0;1600;5;4;5;18050;0;1114;1;0;1;0;0;0;0;0;0;0;0
1145;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;5301000;2016;2020;31;109230;Gasolina;110;0;Grey;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
1146;T-Delux 1.3 16V LIFTB LINEA TERRA 4/5-Doors;4977050;2016;2020;31;81965;Gasolina;86;1;Black;0;1300;5;4;5;65550;0;1035;1;1;1;1;0;0;0;0;1;0;0
1147;T-Delux 1.6 16V HATCHB LINEA LUNA 2/3-Doors;4718887;2015;2020;31;64000;Gasolina;110;0;Black;0;1600;3;4;5;80750;0;1055;1;0;1;0;0;0;1;0;1;0;0
1148;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;5033480;2015;2020;31;48400;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;0;0;1;1;0
1149;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;4572065;2015;2020;31;122290;Gasolina;110;0;Red;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;1;0
1150;T-Delux 1.6 16V HATCHB LINEA LUNA 2/3-Doors;4471080;2015;2020;31;72000;Gasolina;110;0;Grey;0;1600;3;4;5;80750;0;1055;1;0;1;0;0;0;1;0;1;0;0
1151;T-Delux 1.3 16V WAGON LINEA TERRA Stationwagen;4274240;2015;2020;31;114258;Gasolina;86;1;Blue;0;1300;5;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
1152;T-Delux 1.3 HB LINEA TERRA 2/3-Doors;4073125;2015;2020;31;106150;Gasolina;86;0;Black;0;1300;3;4;5;18050;0;1015;1;1;1;0;0;0;0;0;0;0;0
1153;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;4078350;2015;2020;31;124591;Gasolina;110;1;Blue;0;1600;5;4;5;80750;0;1075;1;0;1;0;0;0;0;0;1;0;0
1154;T-Delux 1.3 SDN LINEA TERRA AUT 4/5-Doors;4495400;2015;2020;31;73638;Gasolina;86;1;Grey;1;1300;4;4;5;18050;0;1015;1;0;1;0;0;0;0;0;0;0;0
1155;T-Delux Hatchback 1.6 Terra Comfort 2/3-Doors;4238809;2015;2020;31;63500;Gasolina;110;1;Blue;0;1600;3;4;5;65550;0;1050;0;0;1;0;0;0;0;0;0;0;0
1156;T-Delux 1.6 LB LINEA TERRA 4/5-Doors;3963400;2015;2020;31;52287;Gasolina;110;0;Grey;0;1600;5;4;5;18050;0;1114;1;1;1;0;0;0;0;0;0;0;0
1157;T-Delux 1.3 HB LINEA TERRA 2/3-Doors;2967562;2015;2020;31;82595;Gasolina;86;1;Blue;0;1300;3;4;5;18050;0;1015;0;0;1;0;0;0;0;0;0;0;0
1158;T-Delux 1.6 16V SEDAN LINEA TERRA 4/5-Doors;2693250;2015;2020;31;126478;Gasolina;110;1;Green;0;1600;4;4;5;65550;0;1035;1;1;1;1;0;0;0;0;0;1;0
1159;T-Delux 1.6 16V VVT I 5DR EXEC BNS 4/5-Doors;28395500;2020;2020;32;19988;Gasolina;110;1;Grey;0;1600;5;4;5;80750;1;1130;1;1;1;1;1;1;1;1;1;1;0
1160;T-Delux 1.6 16V VVT I SEDAN SOL 4/5-Doors;21152937;2020;2020;32;11000;Gasolina;110;1;Blue;0;1600;4;4;5;80750;0;1105;1;1;1;1;1;1;1;1;1;0;0
1161;T-Delux 1.8 VVTL-i T-Sport 3-Drs 4/5-Doors;22638737;2020;2020;32;21684;Gasolina;192;1;Silver;0;1800;5;4;5;18050;0;1185;1;1;1;0;0;0;0;0;0;1;0
1162;T-Delux 1.4 16V VVT I SEDAN TERRA COMF 4/5-Doors;17386691;2020;2020;32;13157;Gasolina;97;1;Blue;0;1400;4;4;5;80750;0;1085;1;1;1;1;0;1;0;1;1;0;0
1163;T-Delux 1.4 16V VVT I 3DR TERRA COMFORT 2/3-Doors;16440462;2020;2020;32;33329;Gasolina;97;1;Grey;0;1400;3;4;5;80750;0;1100;1;1;1;1;0;1;0;1;1;0;0
1164;T-Delux 1.4 VVT-i Sol 2/3-Doors;15861437;2020;2020;32;18000;Gasolina;71;0;Grey;0;1400;3;4;5;80750;0;1125;1;1;1;0;0;0;0;0;0;0;0
1165;T-Delux 1.8 16V VVTLI 3DR T SPORT 2/3-Doors;22120275;2019;2020;32;23000;Gasolina;192;1;Black;0;1800;3;4;6;95000;0;1185;1;1;1;1;1;1;1;1;1;1;0
1166;T-Delux 1.6 16V VVT I 5DR SOL 4/5-Doors;17444422;2019;2020;32;28817;Gasolina;110;1;Grey;0;1598;5;4;5;80750;0;1130;1;1;1;1;1;0;1;0;1;0;0
1167;T-Delux 1800 T SPORT VVT I 2/3-Doors;18239525;2019;2020;32;19700;Gasolina;192;0;Red;0;1800;3;4;5;95000;0;1185;1;1;1;0;0;0;0;0;0;1;0
1168;T-Delux 1.6 16V VVT I 3DR TERRA 2/3-Doors;15603322;2019;2020;32;64359;Gasolina;110;1;Grey;0;1600;3;4;5;80750;0;1105;1;1;1;1;0;1;0;1;1;0;0
1169;T-Delux 1.6 16V VVT I 5DR TERRA AUT4 4/5-Doors;14268525;2019;2020;32;49163;Gasolina;110;0;Green;1;1600;5;4;5;95000;0;1165;1;1;1;1;0;1;0;1;1;0;0
1170;T-Delux 1.4 16V VVT I 3DR 2/3-Doors;12841672;2019;2020;32;49059;Gasolina;97;0;Blue;0;1400;3;4;5;80750;0;1100;1;1;1;1;0;1;0;1;1;0;0
1171;T-Delux 1.4 16V VVT I LIFTB TERRA 4/5-Doors;11962547;2019;2020;32;29198;Gasolina;97;1;Grey;0;1400;5;4;5;80750;0;1060;1;1;1;1;0;1;0;0;1;1;0
1172;T-Delux 1.6 16V VVT I LIFTB SOL 4/5-Doors;12062115;2018;2020;32;38461;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1080;1;1;1;1;0;1;1;0;1;0;0
1173;T-Delux 1.6 16V VVT I LIFTB SOL 4/5-Doors;10573998;2018;2020;32;16325;Gasolina;110;1;Silver;0;1600;5;4;5;80750;0;1080;1;1;1;1;0;1;1;0;1;0;0
1174;T-Delux 1.6 16V VVT I WAGON TERRA Stationwagen;10752385;2018;2020;32;48197;Gasolina;110;1;Black;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
1175;T-Delux 1.6 16V VVT I LIFTB TERRA 4/5-Doors;10299555;2018;2020;32;34000;Gasolina;110;1;Red;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;1
1176;T-Delux 1.9 D HATCHB TERRA 2/3-Doors;9922085;2018;2020;32;161000;Diesel;69;1;Grey;0;1900;3;4;5;175750;0;1105;1;1;1;1;0;1;0;0;1;0;0
1177;T-Delux 1.6 16V VVT I HATCHB TERRA 2/3-Doors;9922085;2018;2020;32;65988;Gasolina;110;1;Blue;0;1600;3;4;5;65550;0;1040;1;1;1;1;0;1;0;0;1;0;0
1178;T-Delux 1.6 16V VVT I LIFTB TERRA 4/5-Doors;9399870;2018;2020;32;45287;Gasolina;110;1;Red;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
1179;T-Delux 1.6 16V VVT I LIFTB LUNA 4/5-Doors;9195354;2018;2020;32;57269;Gasolina;110;1;Green;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
1180;T-Delux 1.6 16V VVT I LIFTB LUNA 4/5-Doors;8259300;2018;2020;32;92204;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
1181;T-Delux 1.6 16V VVT I SEDAN TERRA 4/5-Doors;8062650;2018;2020;32;18500;Gasolina;110;0;Red;0;1600;4;4;5;65550;0;1030;0;1;1;1;0;1;0;0;1;0;0
1182;T-Delux 1.6 16V VVT I LIFTB SOL 4/5-Doors;7869491;2017;2020;32;96100;Gasolina;110;1;Green;0;1600;5;4;5;80750;0;1080;1;1;1;1;0;1;1;0;1;0;0
1183;T-Delux 1.6 16V VVT I SEDAN TERRA 4/5-Doors;8159787;2017;2020;32;46449;Gasolina;110;1;Red;0;1600;4;4;5;65550;0;1035;1;1;1;1;0;1;0;0;1;0;0
1184;T-Delux 1.6 16V VVT I SEDAN TERRA 4/5-Doors;8870625;2017;2020;32;77648;Gasolina;110;0;Red;0;1600;4;4;5;65550;0;1030;1;1;1;1;0;0;0;0;1;0;0
1185;T-Delux 1.4 16V VVT I HATCHB TERRA 2/3-Doors;8419185;2017;2020;32;74500;Gasolina;97;0;Grey;0;1400;3;4;5;65550;0;1025;1;1;1;1;0;1;0;0;1;0;0
1186;T-Delux 1.6 16v Liftback Linea Sol 4/5-Doors;8480317;2017;2020;32;33998;Gasolina;110;0;Green;0;1600;5;4;5;80750;0;1080;1;0;1;0;0;0;1;0;0;0;0
1187;T-Delux 1.6 16V VVT I SEDAN TERRA 4/5-Doors;8498842;2017;2020;32;60348;Gasolina;110;0;Green;0;1600;4;4;5;65550;0;1030;1;1;1;1;0;1;0;0;1;0;0
1188;T-Delux 1.4 16V VVT I HATCHB TERRA 2/3-Doors;8498842;2017;2020;32;53116;Gasolina;97;1;Red;0;1400;3;4;5;65550;0;1025;1;1;1;1;0;1;0;0;1;0;0
1189;T-Delux 1.6 16V VVT I LIFTB TERRA 4/5-Doors;7536825;2017;2020;32;63792;Gasolina;110;1;Green;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;1;0;0;1;0;0
1190;T-Delux LIFTBACK 1.4 VVT-i LINEA TERRA 4/5-Doors;7429000;2017;2020;32;89049;Gasolina;97;1;Black;0;1400;5;4;5;80750;0;1060;1;1;1;0;0;0;0;0;0;0;0
1191;T-Delux 1.6 16V LIFTB LINEA LUNA 4/5-Doors;6552150;2016;2020;32;30634;Gasolina;110;1;Grey;0;1600;5;4;5;80750;0;1075;1;1;1;1;0;0;1;0;1;1;0
1192;T-Delux 1.6 16V HATCHB G6 R 2/3-Doors;6113250;2016;2020;32;62292;Gasolina;110;1;Black;0;1600;3;4;6;80750;0;1065;1;1;1;1;0;0;1;0;1;1;0
1193;T-Delux 1.6 16V WAGON LINEA TERRA Stationwagen;6449550;2016;2020;32;37500;Gasolina;110;0;White;0;1600;5;4;5;80750;0;1085;1;1;1;1;0;0;0;0;1;0;0
1194;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;6137000;2016;2020;32;92498;Gasolina;110;1;Green;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
1195;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;5271550;2016;2020;32;47014;Gasolina;86;1;Grey;0;1300;3;4;5;65550;0;1015;1;1;1;1;0;0;0;0;1;0;0
1196;T-Delux 1.3 Linea Terra sedan Comf. 4/5-Doors;4987500;2016;2020;32;98291;Gasolina;86;0;Green;0;1300;4;4;5;65550;0;1000;1;0;1;0;0;0;0;0;0;0;0
1197;T-Delux 1.6 16V HATCHB GTSI 2/3-Doors;5169520;2015;2020;32;93039;Gasolina;110;1;Blue;0;1600;3;4;5;65550;0;1050;1;0;1;0;0;0;1;0;1;1;0
1198;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;5104350;2015;2020;32;69904;Gasolina;110;0;Blue;0;1600;5;4;5;80750;0;1070;1;0;1;0;0;0;0;0;1;0;0
1199;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;5444640;2015;2020;32;69320;Gasolina;110;1;Red;0;1600;5;4;5;80750;0;1070;1;0;1;0;0;0;0;0;1;0;0
1200;T-Delux 2.0 DSL LIFTB LINEA TERRA 4/5-Doors;5079175;2015;2020;32;85864;Diesel;72;1;Green;0;2000;5;4;5;175750;0;1135;1;1;1;1;0;0;0;1;1;0;0
1201;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;4639800;2015;2020;32;52700;Gasolina;110;0;Red;0;1600;3;4;5;65550;0;1050;1;0;1;0;0;0;0;1;1;0;0
1202;T-Delux 2.0 DSL HATCHB LINEA TERRA 2/3-Doors;4471080;2015;2020;32;155000;Diesel;72;0;Green;0;2000;3;4;5;175750;0;1115;1;1;1;1;0;0;0;1;1;0;0
1203;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;4657902;2015;2020;32;100192;Gasolina;110;1;Black;0;1600;3;4;5;65550;0;1050;1;0;1;0;0;0;0;0;1;1;0
1204;T-Delux 1.6 16V HATCHB S 2/3-Doors;4086187;2015;2020;32;106108;Gasolina;110;1;Blue;0;1600;3;4;5;65550;0;1050;1;0;1;0;0;0;0;0;1;1;0
1205;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;4463812;2015;2020;32;78435;Gasolina;86;0;Red;0;1300;3;4;5;65550;0;1015;1;0;0;0;0;0;0;0;0;0;0
1206;T-Delux 1.3 16V Linea Terra 4/5-Doors;4761400;2015;2020;32;75000;Gasolina;86;1;Blue;0;1300;4;4;5;65550;0;1000;0;0;0;0;0;0;0;0;0;0;0
1207;T-Delux 1.6 16V LIFTB LINEA TERRA 4/5-Doors;4018348;2015;2020;32;74785;Gasolina;110;1;Red;0;1600;5;4;5;80750;0;1070;1;1;1;1;0;0;0;1;1;0;0
1208;T-Delux 1.6 16V HATCHB LINEA TERRA 2/3-Doors;3880560;2015;2020;32;125778;Gasolina;110;0;Grey;0;1600;3;4;5;65550;0;1050;1;1;1;1;0;0;0;1;1;0;0
1209;T-Delux 1.6 16V SEDAN LINEA TERRA 4/5-Doors;4123000;2015;2020;32;100487;Gasolina;110;0;Red;0;1600;4;4;5;65550;0;1035;1;0;1;1;0;0;0;0;0;0;0
1210;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;3924450;2015;2020;32;90000;Gasolina;86;1;Green;0;1300;3;4;5;65550;0;1015;1;0;1;0;0;0;0;0;1;0;0
1211;T-Delux 1.3 16V HATCHB LINEA TERRA 2/3-Doors;2992500;2015;2020;32;92830;Gasolina;86;1;Silver;0;1300;3;4;5;65550;0;1015;1;1;1;1;0;0;0;0;1;0;0
1212;T-Delux VERSO 2.0 D4D SOL (7) MPV;38285000;2020;2020;33;4000;Diesel;116;1;Grey;0;2000;5;4;5;268850;1;1480;1;1;1;1;1;1;1;1;1;1;0
1213;T-Delux 1.6 16V VVT I 5DR SOL 4/5-Doors;27108250;2020;2020;33;9788;Gasolina;110;1;Silver;0;1600;5;4;5;80750;1;1130;1;1;1;1;1;1;1;1;1;1;0
1214;T-Delux 1.6 16V VVT I 5DR EXEC 4/5-Doors;26718750;2020;2020;33;3000;Gasolina;110;0;Black;0;1600;5;4;5;80750;1;1130;1;1;1;1;1;1;1;0;1;1;0
